100.8838097702930;51.29221185373906;76
100.8838097702931;51.29221185373905;77
100.8838097702932;51.29221185373904;78
100.8838097702933;51.29221185373903;81
100.8838097702934;51.29221185373908;72
100.8838097702935;51.29221185373905;73
100.8838097702936;51.29221185373901;74
100.8838097702937;51.29221185373906;75
100.8838097702938;51.29221185373900;76
100.8838097702938;51.29221185373967;77
100.8838097702938;51.29221185373952;78
100.8838097702938;51.29221185373908;79
100.8838097702938;51.29221185373907;82
100.8838097702938;51.29221185373902;82
100.8838097702938;51.29221185373902;84
100.8838097702938;51.29221185373902;86
100.8838097702938;51.29221185373902;86
100.8838097702938;51.29221185373902;85
100.8838097702938;51.29221185373902;80
100.8838097702938;51.29221185373902;89
